DONOR,Donor,RECIPIENT,Recipient,SECTOR,Sector,FLOW,Flow,CHANNEL,Channel,AMOUNTTYPE,Amount type,FLOWTYPE,Flow type,AIDTYPE,Type of aid,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
20001,"DAC Countries, Total",288,Zambia,450,Total Sector Allocable,100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2017,2017,USD,US Dollar,6,Millions,,,623.189451,,
20001,"DAC Countries, Total",288,Zambia,450,Total Sector Allocable,100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2018,2018,USD,US Dollar,6,Millions,,,75.144941,,
20001,"DAC Countries, Total",288,Zambia,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2009,2009,USD,US Dollar,6,Millions,,,399.885939,,
20001,"DAC Countries, Total",288,Zambia,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2010,2010,USD,US Dollar,6,Millions,,,423.428243,,
20001,"DAC Countries, Total",288,Zambia,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2011,2011,USD,US Dollar,6,Millions,,,451.195807,,
20001,"DAC Countries, Total",288,Zambia,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2012,2012,USD,US Dollar,6,Millions,,,429.721718,,
20001,"DAC Countries, Total",288,Zambia,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2013,2013,USD,US Dollar,6,Millions,,,837.134911,,
20001,"DAC Countries, Total",288,Zambia,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2014,2014,USD,US Dollar,6,Millions,,,531.927327,,
20001,"DAC Countries, Total",288,Zambia,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2015,2015,USD,US Dollar,6,Millions,,,414.512268,,
20001,"DAC Countries, Total",288,Zambia,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2016,2016,USD,US Dollar,6,Millions,,,426.386304,,
20001,"DAC Countries, Total",288,Zambia,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2017,2017,USD,US Dollar,6,Millions,,,496.074965,,
20001,"DAC Countries, Total",288,Zambia,100,"I. Social Infrastructure & Services, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2018,2018,USD,US Dollar,6,Millions,,,46.37232,,
20001,"DAC Countries, Total",288,Zambia,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2009,2009,USD,US Dollar,6,Millions,,,50.344556,,
20001,"DAC Countries, Total",288,Zambia,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2010,2010,USD,US Dollar,6,Millions,,,41.610991,,
20001,"DAC Countries, Total",288,Zambia,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2011,2011,USD,US Dollar,6,Millions,,,48.465807,,
20001,"DAC Countries, Total",288,Zambia,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2012,2012,USD,US Dollar,6,Millions,,,49.166717,,
20001,"DAC Countries, Total",288,Zambia,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2013,2013,USD,US Dollar,6,Millions,,,46.260504,,
20001,"DAC Countries, Total",288,Zambia,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2014,2014,USD,US Dollar,6,Millions,,,52.516773,,
20001,"DAC Countries, Total",288,Zambia,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2015,2015,USD,US Dollar,6,Millions,,,35.844366,,
20001,"DAC Countries, Total",288,Zambia,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2016,2016,USD,US Dollar,6,Millions,,,16.317492,,
20001,"DAC Countries, Total",288,Zambia,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2017,2017,USD,US Dollar,6,Millions,,,18.329748,,
20001,"DAC Countries, Total",288,Zambia,110,"I.1. Education, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2018,2018,USD,US Dollar,6,Millions,,,2.367649,,
20001,"DAC Countries, Total",288,Zambia,111,"I.1.a. Education, Level Unspecified, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2009,2009,USD,US Dollar,6,Millions,,,34.592482,,
20001,"DAC Countries, Total",288,Zambia,111,"I.1.a. Education, Level Unspecified, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2010,2010,USD,US Dollar,6,Millions,,,29.733219,,
20001,"DAC Countries, Total",288,Zambia,111,"I.1.a. Education, Level Unspecified, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2011,2011,USD,US Dollar,6,Millions,,,35.750085,,
20001,"DAC Countries, Total",288,Zambia,111,"I.1.a. Education, Level Unspecified, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2012,2012,USD,US Dollar,6,Millions,,,18.495584,,
20001,"DAC Countries, Total",288,Zambia,111,"I.1.a. Education, Level Unspecified, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2013,2013,USD,US Dollar,6,Millions,,,15.343855,,
20001,"DAC Countries, Total",288,Zambia,111,"I.1.a. Education, Level Unspecified, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2014,2014,USD,US Dollar,6,Millions,,,27.947766,,
20001,"DAC Countries, Total",288,Zambia,111,"I.1.a. Education, Level Unspecified, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2015,2015,USD,US Dollar,6,Millions,,,12.367573,,
20001,"DAC Countries, Total",288,Zambia,111,"I.1.a. Education, Level Unspecified, Total",100,Official Development Assistance,100,All Channels,A,Current Prices,115,Commitments,100,"All Types, Total",2016,2016,USD,US Dollar,6,Millions,,,4.836181,,
